volume,abs_rms,trans_x,trans_y,trans_z,rot_x,rot_y,rot_z,ec_linear_x,ec_linear_y,ec_linear_z,subject,session,scan_id,condition
28,1.629104642,-0.02983141089,-1.601607989,0.2956842334,-0.000945572101,0.0008811072912,-0.001110025565,0.05373328764,0.07678423823,-0.05143731524,sub-14230,ses-OXF3TRI001,sub-14230_ses-OXF3TRI001,non-denoised
29,0.333970049,-0.01008282174,0.2471237345,0.204367605,-0.001116766944,0.001616240828,-0.001331792213,-0.03412044999,0.01177734202,0.135087948,sub-14230,ses-OXF3TRI001,sub-14230_ses-OXF3TRI001,non-denoised
30,1.762981643,-0.02010578025,-1.737494584,0.2998494718,-0.001231496222,0.0009059371077,0.0004792723339,-0.06826899062,-0.025200226,-0.02519678014,sub-14230,ses-OXF3TRI001,sub-14230_ses-OXF3TRI001,non-denoised
31,1.026411468,-0.01225970448,-0.9650413965,0.3230796505,-0.001173166907,0.0007008827524,-0.00293435459,0.1266898482,0.01362512034,-0.02218651899,sub-14230,ses-OXF3TRI001,sub-14230_ses-OXF3TRI001,non-denoised
32,0.4163694405,-0.04997319317,-0.203789081,0.3549473284,-0.001413653605,0.001236072625,0.001022482407,-0.04805703125,-0.01816984107,0.005246877259,sub-14230,ses-OXF3TRI001,sub-14230_ses-OXF3TRI001,non-denoised
33,0.2820899568,-0.0682208217,-0.05330851425,0.2393162359,-0.0007481104694,0.001538103796,-0.002422489459,0.09655190723,0.07737250363,0.06837976003,sub-14230,ses-OXF3TRI001,sub-14230_ses-OXF3TRI001,non-denoised
34,1.288173709,-0.03071028914,-1.242057211,0.3378493102,-0.001579075353,0.001524370629,0.0004972511088,-0.03547032251,-0.04496400111,-0.03060376754,sub-14230,ses-OXF3TRI001,sub-14230_ses-OXF3TRI001,non-denoised
35,0.4189514933,-0.04048603587,-0.2420702406,0.3152763658,-0.001587071572,0.001626239275,-0.002411454218,0.1071165558,0.1083387608,-0.03323800661,sub-14230,ses-OXF3TRI001,sub-14230_ses-OXF3TRI001,non-denoised
36,0.5254893235,-0.04684503931,0.3962914717,0.3364496305,-0.001305289334,0.001248544897,0.0009477128624,-0.0754990187,-0.03982075802,0.02634295194,sub-14230,ses-OXF3TRI001,sub-14230_ses-OXF3TRI001,non-denoised
37,0.5258928575,-0.0279454126,-0.3932436248,0.3417744489,-0.002080910606,0.001065529301,-0.001131871599,-0.00438887164,0.01331186193,-0.08851670585,sub-14230,ses-OXF3TRI001,sub-14230_ses-OXF3TRI001,non-denoised
38,0.9435674859,-0.02019588506,0.9119380264,0.2396509352,-0.0007077683113,0.0009160375921,-6.030071017e-05,-0.04491335971,0.007384823118,0.0684902345,sub-14230,ses-OXF3TRI001,sub-14230_ses-OXF3TRI001,non-denoised
39,0.9947445756,-0.006140132851,-0.9513286339,0.2795944468,-0.002511092462,0.0008487408049,-0.0009498939617,-0.06923199103,-0.08320186256,0.05001823315,sub-14230,ses-OXF3TRI001,sub-14230_ses-OXF3TRI001,non-denoised
40,1.596865848,-0.03242523966,-1.57599467,0.254276285,-0.001179122948,0.001050750143,-0.000844019989,0.0472060987,0.07215401176,-0.04220949719,sub-14230,ses-OXF3TRI001,sub-14230_ses-OXF3TRI001,non-denoised
41,0.270540434,-0.006764977756,-0.1716282123,0.1828349343,0.0002917383099,0.001663848408,-0.00140443549,-0.09823726445,0.06029710746,0.0668073666,sub-14230,ses-OXF3TRI001,sub-14230_ses-OXF3TRI001,non-denoised
42,0.7709383679,-0.05880552702,-0.6821559493,0.3433792264,-0.002303786343,0.001053680782,-0.001702771173,0.0,0.0,0.0,sub-14230,ses-OXF3TRI001,sub-14230_ses-OXF3TRI001,non-denoised
43,0.473879751,-0.02420065808,0.4223712333,0.2067347133,-0.0009715763154,0.001340005896,-0.0002106868342,-0.03745571421,0.04537111029,0.1166505128,sub-14230,ses-OXF3TRI001,sub-14230_ses-OXF3TRI001,non-denoised
44,1.258782461,-0.00953481619,-1.220295826,0.2942402479,-0.001441489672,0.001283703023,-0.001939099049,-0.008741845139,0.09864720566,-0.08149224121,sub-14230,ses-OXF3TRI001,sub-14230_ses-OXF3TRI001,non-denoised
45,1.349239041,-0.02722664054,1.318911219,0.2787698168,-0.0004464466183,0.001328570768,-0.0003324931313,-0.02887708267,0.02477836703,0.1314253729,sub-14230,ses-OXF3TRI001,sub-14230_ses-OXF3TRI001,non-denoised
46,1.636491237,-0.02058542535,-1.598044337,0.3394815376,-0.002596293343,0.001060305629,-0.001784741296,0.008646863022,-0.05351374726,0.06783807241,sub-14230,ses-OXF3TRI001,sub-14230_ses-OXF3TRI001,non-denoised
47,1.186514766,-0.03931026339,-1.13054624,0.3622560594,-0.001523296814,0.0004752558307,-5.714613508e-05,-0.0635392528,0.002748593918,-0.0172680578,sub-14230,ses-OXF3TRI001,sub-14230_ses-OXF3TRI001,non-denoised
48,0.3766289662,-0.02944959139,0.08922592086,0.3604576368,-0.002332002856,0.0001049337225,-0.000842012174,-0.02742806376,-0.08590115308,0.1165343806,sub-14230,ses-OXF3TRI001,sub-14230_ses-OXF3TRI001,non-denoised
49,1.161799298,-0.0470134755,-1.116130762,0.322738635,-0.001573006622,0.000154872032,0.0001095846892,-0.02099317515,-0.02315182474,0.0833691375,sub-14230,ses-OXF3TRI001,sub-14230_ses-OXF3TRI001,non-denoised
50,1.272619929,-0.04765129273,-1.218603046,0.3648460408,-0.001922389842,0.0008784293896,-0.0007570282905,-0.08779662542,-0.08534064429,-0.02216548757,sub-14230,ses-OXF3TRI001,sub-14230_ses-OXF3TRI001,non-denoised
51,0.6171174769,-0.07496672547,-0.5083434473,0.3433686667,-0.00048914738,-0.0001264020102,-0.0008361135842,0.08036782052,0.07721565505,-0.008867027328,sub-14230,ses-OXF3TRI001,sub-14230_ses-OXF3TRI001,non-denoised
52,0.5407469858,-0.02431922834,0.4414769663,0.3076209708,0.000218470348,9.165809752e-05,-0.0007962765521,-0.1408593214,-0.04179468616,0.05711286482,sub-14230,ses-OXF3TRI001,sub-14230_ses-OXF3TRI001,non-denoised
53,0.7440711406,-0.09003181169,-0.6546987827,0.3450914727,-0.0009178711916,-0.0005548766931,2.669208334e-05,-0.01498078585,-0.06705530476,0.03558214183,sub-14230,ses-OXF3TRI001,sub-14230_ses-OXF3TRI001,non-denoised
54,1.215768475,-0.1071190828,-1.176162625,0.2750248383,-0.000765424862,5.329349369e-05,-0.002400816185,0.04218968108,0.08791215218,0.006074024046,sub-14230,ses-OXF3TRI001,sub-14230_ses-OXF3TRI001,non-denoised
55,0.3703168405,-0.07736353031,-0.2415060504,0.2685451521,-0.0001134884296,0.0006618407788,-0.0006754431524,-0.04206518485,0.07244413851,0.02166048167,sub-14230,ses-OXF3TRI001,sub-14230_ses-OXF3TRI001,non-denoised
56,0.5761427727,-0.06511635919,-0.5118980767,0.2455752284,-0.0002812828752,0.0005208133371,-0.00175604492,-0.03160027597,0.09273630877,0.007004279567,sub-14230,ses-OXF3TRI001,sub-14230_ses-OXF3TRI001,non-denoised
57,0.4283177997,-0.07509319319,-0.28978007,0.3088529962,-0.0008952873759,-0.000287062081,-0.0006586164236,-0.07534261825,0.01494312941,-0.01001098415,sub-14230,ses-OXF3TRI001,sub-14230_ses-OXF3TRI001,non-denoised
58,0.3641726569,-0.0319224934,-0.05610999615,0.3421327404,-0.001861748984,-0.0005921752891,-0.002274981933,0.09587992843,0.02589519354,-0.05878226248,sub-14230,ses-OXF3TRI001,sub-14230_ses-OXF3TRI001,non-denoised
59,1.167502868,-0.08171844426,1.116545042,0.3222423043,-0.0008894657367,-9.984682401e-05,-0.001888181199,0.06134429485,0.04762944334,0.08106340061,sub-14230,ses-OXF3TRI001,sub-14230_ses-OXF3TRI001,non-denoised
60,0.569425294,-0.06607527177,-0.4521567217,0.3281602025,-0.002708757529,0.0001581606048,-0.001436044462,-0.04490958038,-0.09260838201,0.07860890636,sub-14230,ses-OXF3TRI001,sub-14230_ses-OXF3TRI001,non-denoised
61,1.540068592,-0.1012557714,-1.499934928,0.3359836782,-0.002295302926,-0.0001670740312,-0.0005471006152,0.03562858678,0.008296082315,-0.07257573877,sub-14230,ses-OXF3TRI001,sub-14230_ses-OXF3TRI001,non-denoised
62,0.7540749038,-0.07332492133,0.7275173178,0.1709274192,-0.000942242681,0.0004565347917,-0.001453901059,-0.05991888079,-0.006306253474,0.1351411568,sub-14230,ses-OXF3TRI001,sub-14230_ses-OXF3TRI001,non-denoised
63,1.41549648,-0.1405390673,-1.359702325,0.3205936461,-0.004791087471,0.0001876887691,-0.00199891394,0.0,0.0,0.0,sub-14230,ses-OXF3TRI001,sub-14230_ses-OXF3TRI001,non-denoised
64,0.5042527274,-0.08905854295,0.3918007844,0.2927942224,-0.002381121274,9.873938689e-05,-0.00124469283,-0.002609224259,-0.002175970949,0.09257158201,sub-14230,ses-OXF3TRI001,sub-14230_ses-OXF3TRI001,non-denoised
65,1.258513886,-0.1088343729,-1.202886489,0.3462367375,-0.002861844143,0.0008111269563,-0.001186206471,-0.06371460665,-0.1092858096,-0.04683550878,sub-14230,ses-OXF3TRI001,sub-14230_ses-OXF3TRI001,non-denoised
66,0.3640737149,-0.1257920737,-0.1487619667,0.30129613,-0.001480261679,-0.0002178665018,-0.001807561959,0.1135275842,0.05446711697,0.04043394524,sub-14230,ses-OXF3TRI001,sub-14230_ses-OXF3TRI001,non-denoised
67,0.5742632079,-0.1014933781,-0.4375863752,0.3409502198,-0.003001196077,0.0004628108582,-0.001811106107,-0.002086003261,-0.03612865292,-0.08055341401,sub-14230,ses-OXF3TRI001,sub-14230_ses-OXF3TRI001,non-denoised
68,0.7733704031,-0.08603405021,0.6911076141,0.3268192799,-0.002033998724,-0.0004486892431,-0.001501030871,0.07456899412,0.007190124494,0.05802288642,sub-14230,ses-OXF3TRI001,sub-14230_ses-OXF3TRI001,non-denoised
69,0.3195992156,-0.08383497754,-0.1163295786,0.2519079919,-0.003055596491,0.0001737999119,-0.001958623528,-0.02012375273,-0.05418331966,0.1370566079,sub-14230,ses-OXF3TRI001,sub-14230_ses-OXF3TRI001,non-denoised
70,1.840215666,-0.09799123508,-1.814479908,0.2810488717,-0.002860008273,0.0004393630079,-0.00120685366,0.01431617802,-0.04039726181,0.01823275115,sub-14230,ses-OXF3TRI001,sub-14230_ses-OXF3TRI001,non-denoised
71,1.095434545,-0.0835885008,-1.064204255,0.211865016,-0.002951699775,0.0003810237395,-0.001917532762,-0.0296408505,-0.01923658606,0.1048127907,sub-14230,ses-OXF3TRI001,sub-14230_ses-OXF3TRI001,non-denoised
72,1.924644019,-0.1049493304,-1.892773746,0.3256821996,-0.003217546269,0.0003386570024,-0.000381971302,-0.007943660475,-0.07369165706,-0.02971345337,sub-14230,ses-OXF3TRI001,sub-14230_ses-OXF3TRI001,non-denoised
73,0.4793094406,-0.1103795748,-0.3776455061,0.2287556862,-0.002452617511,0.0005457195221,-0.00296125887,0.03824274754,0.05864962121,0.1231283333,sub-14230,ses-OXF3TRI001,sub-14230_ses-OXF3TRI001,non-denoised
74,1.613014381,-0.09044585947,-1.576209035,0.3163943722,-0.002570101991,0.0004115759803,-0.002161155455,0.006328770233,-0.007999602961,0.003107357274,sub-14230,ses-OXF3TRI001,sub-14230_ses-OXF3TRI001,non-denoised
75,0.5706921839,-0.1129715688,-0.4044475847,0.3400028417,-0.002516447566,0.0004121822421,-0.003942455631,0.09818506698,0.09073626693,0.001002306336,sub-14230,ses-OXF3TRI001,sub-14230_ses-OXF3TRI001,non-denoised
76,0.4545466683,-0.1080046069,0.2007172754,0.392110741,-0.002307648771,3.51605886e-05,-0.0006417526747,-0.06660622914,0.02700347527,-0.01867621097,sub-14230,ses-OXF3TRI001,sub-14230_ses-OXF3TRI001,non-denoised
77,0.6872679079,-0.05759355386,0.5602878733,0.3685531808,-0.00294934283,-4.922002699e-05,-0.002380331047,0.0815995212,0.07595934631,-0.06196062123,sub-14230,ses-OXF3TRI001,sub-14230_ses-OXF3TRI001,non-denoised
78,0.7644697389,-0.07933531937,0.6664474663,0.3566110005,-0.002389572095,4.43319077e-05,-0.001400112291,0.04002051372,0.01400523962,0.01268462957,sub-14230,ses-OXF3TRI001,sub-14230_ses-OXF3TRI001,non-denoised
79,0.3923752532,-0.04896195722,-0.08456847879,0.343670489,-0.002925701439,0.0002630671661,-0.003024005331,0.07946283971,-0.03000600071,0.04051692432,sub-14230,ses-OXF3TRI001,sub-14230_ses-OXF3TRI001,non-denoised
80,1.103123533,-0.07037098526,-1.028411822,0.3882527185,-0.002874064958,0.0004938920611,-0.001041012583,0.03691334656,0.04064886819,-0.07117833694,sub-14230,ses-OXF3TRI001,sub-14230_ses-OXF3TRI001,non-denoised
81,0.6121757375,-0.04358434448,0.463690394,0.3690252606,-0.003419267246,0.0006160109187,-0.00206704461,0.0696440616,0.004746294919,-0.05121259795,sub-14230,ses-OXF3TRI001,sub-14230_ses-OXF3TRI001,non-denoised
82,0.6341673455,-0.08452917267,0.5234699755,0.3296378155,-0.00229798397,-0.0006430533831,-0.002098453231,0.05338398353,-0.01749975443,0.05690310422,sub-14230,ses-OXF3TRI001,sub-14230_ses-OXF3TRI001,non-denoised
83,0.8050550172,-0.06473623299,-0.7469054679,0.2743786974,-0.00216824119,-5.229150338e-05,-0.002183130942,-0.03791883597,0.06991961145,-0.09636533558,sub-14230,ses-OXF3TRI001,sub-14230_ses-OXF3TRI001,non-denoised
84,0.6036347135,-0.08500791806,0.4649347974,0.3492743955,-0.003090110607,0.0001613784698,-0.002252320293,0.0,0.0,0.0,sub-14230,ses-OXF3TRI001,sub-14230_ses-OXF3TRI001,non-denoised
85,0.4457904228,-0.05623308842,-0.2918247526,0.3276127517,-0.002232762054,0.0006327964948,-0.0008744723746,0.008830158373,0.04999431548,-0.09869558791,sub-14230,ses-OXF3TRI001,sub-14230_ses-OXF3TRI001,non-denoised
86,0.671662816,-0.01351539825,0.5584320158,0.3362560983,-0.00321697956,0.0003360551491,-0.002480302472,0.06227305669,-0.04704193412,-0.003474403767,sub-14230,ses-OXF3TRI001,sub-14230_ses-OXF3TRI001,non-denoised
87,0.4182621761,-0.04551981834,-0.1331757331,0.3742100182,-0.003723313566,0.0006165705854,-0.000858431973,0.03101486425,-0.03942405138,0.02769726084,sub-14230,ses-OXF3TRI001,sub-14230_ses-OXF3TRI001,non-denoised
88,0.6580570831,-0.04559413956,-0.5196070371,0.3875521419,-0.003321079304,0.0006583057693,-0.001290899701,-0.06132302479,-0.064637177,-0.06892063744,sub-14230,ses-OXF3TRI001,sub-14230_ses-OXF3TRI001,non-denoised
89,0.3165560801,-0.06408176658,-0.05734267383,0.2947981348,-0.002420531819,0.0005305209197,-0.000976989395,0.04371500617,0.05241884722,0.04844745808,sub-14230,ses-OXF3TRI001,sub-14230_ses-OXF3TRI001,non-denoised
90,1.496827893,-0.008790093984,-1.436198379,0.3832522984,-0.003452971345,0.0004818034649,-0.003308952088,0.07583319092,0.001869322528,-0.1339750758,sub-14230,ses-OXF3TRI001,sub-14230_ses-OXF3TRI001,non-denoised
91,0.769960407,-0.05559219623,0.6494671083,0.3990003189,-0.00302648358,0.0006242735544,-0.0008141942089,0.01312843105,-0.01710915971,0.02796571396,sub-14230,ses-OXF3TRI001,sub-14230_ses-OXF3TRI001,non-denoised
92,0.5150013253,-0.03983274222,-0.3060720753,0.3719800836,-0.004297034349,0.0004954203614,-0.002246485557,0.05197795851,-0.07578433906,0.05110416202,sub-14230,ses-OXF3TRI001,sub-14230_ses-OXF3TRI001,non-denoised
93,1.286182447,-0.06036246335,-1.215512213,0.3944991432,-0.004352132324,0.000861321867,-0.000230151476,0.006508334033,-0.03480426396,-0.06993297912,sub-14230,ses-OXF3TRI001,sub-14230_ses-OXF3TRI001,non-denoised
94,0.4409534037,-0.05588145353,0.03232873985,0.403944197,-0.004265137948,0.0008068204043,-0.00181782071,0.07007568475,-0.0697305446,-0.03326360467,sub-14230,ses-OXF3TRI001,sub-14230_ses-OXF3TRI001,non-denoised
95,0.4747853867,-0.0694084054,0.1349082447,0.4355850008,-0.003809553571,0.0005840563099,-0.0001263090671,-0.02057837472,-0.03940938478,-0.02749003163,sub-14230,ses-OXF3TRI001,sub-14230_ses-OXF3TRI001,non-denoised
96,0.4635101224,-0.04767946729,0.05223761634,0.42990921,-0.004079232458,0.001292235567,-0.00181720301,0.01977399827,0.05080161484,-0.1170298105,sub-14230,ses-OXF3TRI001,sub-14230_ses-OXF3TRI001,non-denoised
97,1.145551086,-0.06070938241,1.097928975,0.291676073,-0.003065344878,0.001676018583,-0.0006797518581,-0.0318132947,0.04068087985,0.05807884988,sub-14230,ses-OXF3TRI001,sub-14230_ses-OXF3TRI001,non-denoised
98,1.432788117,-0.07789376505,-1.357097162,0.4142526566,-0.004986296874,0.001979280962,-0.001456586178,-0.01472638213,-0.09656161895,-0.1510183225,sub-14230,ses-OXF3TRI001,sub-14230_ses-OXF3TRI001,non-denoised
99,0.5580527462,-0.03365556133,0.3210358053,0.4346685305,-0.0037067628,0.001019721851,-0.001526735374,0.09416447871,0.03400612452,-0.01781747105,sub-14230,ses-OXF3TRI001,sub-14230_ses-OXF3TRI001,non-denoised
100,0.4301243918,-0.02816174215,0.3123836184,0.2550396987,-0.002838586457,0.001975632738,-0.001567430678,-0.06617749202,0.0193008628,0.1312630365,sub-14230,ses-OXF3TRI001,sub-14230_ses-OXF3TRI001,non-denoised
101,2.033323136,-0.04045106258,-1.995118787,0.3727325133,-0.003699476831,0.001863912912,-0.0008535960224,-0.01328303742,0.06397764079,-0.1276413566,sub-14230,ses-OXF3TRI001,sub-14230_ses-OXF3TRI001,non-denoised
102,0.7110483043,0.007520750116,0.5983850662,0.3510612018,-0.003451915458,0.001814814634,-0.001461201464,-0.09238924669,0.009234459421,0.01538902143,sub-14230,ses-OXF3TRI001,sub-14230_ses-OXF3TRI001,non-denoised
103,0.666574452,-0.03856811021,-0.4767348679,0.4310380382,-0.00446412852,0.001621166011,-0.001810124028,0.05561997123,-0.009830295726,0.002830769973,sub-14230,ses-OXF3TRI001,sub-14230_ses-OXF3TRI001,non-denoised
104,0.7871894537,-0.06440457232,-0.6512877938,0.3725782052,-0.004164823797,0.002583599184,-0.003409006866,0.03641531365,0.04610105131,0.05777019601,sub-14230,ses-OXF3TRI001,sub-14230_ses-OXF3TRI001,non-denoised
105,0.1814173916,-0.06797792371,-0.06781237499,0.06718126092,0.002527920296,-0.0009049207438,0.0003764696594,0.0,0.0,0.0,sub-14230,ses-OXF3TRI001,sub-14230_ses-OXF3TRI001,non-denoised
106,0.1815283769,-0.06394800649,-0.06431416509,0.06275110126,0.002670935355,-0.0009973834967,0.0002321587817,0.0,0.0,0.0,sub-14230,ses-OXF3TRI001,sub-14230_ses-OXF3TRI001,non-denoised
107,0.1906980511,-0.07362320522,-0.07504777139,0.06951203885,0.00262915832,-0.001049154554,0.0001109274017,0.0,0.0,0.0,sub-14230,ses-OXF3TRI001,sub-14230_ses-OXF3TRI001,non-denoised
108,0.1929848282,-0.05812314933,-0.07513530757,0.09299785931,0.002506816294,-0.0009276109049,0.0002854593331,0.0,0.0,0.0,sub-14230,ses-OXF3TRI001,sub-14230_ses-OXF3TRI001,non-denoised
0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,sub-14230,ses-OXF3TRI001,sub-14230_ses-OXF3TRI001,denoised
1,0.3551840342,0.01159315581,-0.3486315651,0.05117727781,-0.0007596552605,0.0001881566131,0.0007282609004,-0.06416111103,-0.03546617387,-0.01448563621,sub-14230,ses-OXF3TRI001,sub-14230_ses-OXF3TRI001,denoised
2,0.2925332775,-0.006974600922,-0.2716248209,0.07276151801,-0.001734437887,0.0001535451447,-0.0008336600731,0.05070277525,0.0003473413832,-0.08879559562,sub-14230,ses-OXF3TRI001,sub-14230_ses-OXF3TRI001,denoised
3,1.037696745,0.02672132572,1.036122788,0.01646567598,-0.0002586053743,0.0009960568277,-0.0002564493043,-0.005924695922,0.09681775903,0.02620218175,sub-14230,ses-OXF3TRI001,sub-14230_ses-OXF3TRI001,denoised
4,0.1701012766,0.03699859098,-0.1602735356,-0.01463908752,-0.0006272807368,0.0006794982473,9.971050167e-05,-0.1056667707,-0.05210587767,0.04788714699,sub-14230,ses-OXF3TRI001,sub-14230_ses-OXF3TRI001,denoised
5,1.135678638,0.02564088644,-1.133182531,0.006163279057,-0.0009660602082,0.0009344256832,-0.0009858510457,0.03722775258,0.0276798981,-0.003980898867,sub-14230,ses-OXF3TRI001,sub-14230_ses-OXF3TRI001,denoised
6,1.038610853,0.005997341738,-1.036152896,0.02038261467,-0.0004344672197,0.001295979484,-0.0009302488179,-0.02450566755,0.1094284475,-0.06727960728,sub-14230,ses-OXF3TRI001,sub-14230_ses-OXF3TRI001,denoised
